numPhotos,floor,price,priceInfo,propertyType,size,exterior,rooms,bathrooms,address,district,neighborhood,latitude,longitude,description,hasVideo,status,hasLift,priceByArea,detailedType,suggestedTexts,hasPlan,has3DTour,has360,hasStaging,topPlus,parkingSpace
43,3,1095000.0,"{'price': {'amount': 1095000.0, 'currencySuffix': '€'}}",flat,146.0,True,3,2,calle de las Fuentes,Centro,Sol,40.417601,-3.7075703,"GILMAR Consulting Inmobiliario presenta, en exclusiva, elegante vivienda en el barrio de Palacio. Con una superficie construida de 146 m2, dispone de 3 dormitorios y 2 cuartos de baños completos, además de amplio vestidor en el dormitorio principal. Situada en una ubicación privilegiada, la vivienda se encuentra rodeada de todo tipo de comodidades y servicios en la zona. El inmueble destaca por su luminosidad gracias a su orientación sureste, lo que permite disfrutar de una gran cantidad de luz natural durante todo el día. Además, cuenta con cuatro balcones a la calle con impresionantes vistas al centro de la ciudad. La vivienda ha sido completamente reformada con materiales de primera calidad: los suelos de parquet y la carpintería interior de madera natural aportan un toque de elegancia y calidez. La cocina, con una isla central y electrodomésticos integrados, es el lugar perfecto para los amantes de la cocina. Además, el centro comercial más cercano es Plaza de Isabel Segunda, donde se pueden encontrar una gran variedad de tiendas, restaurantes y servicios de ocio. También hay varias líneas de metro cercanas, como la estación de Metro Ópera, a solo 1 minuto a pie, que conecta con el resto de la ciudad de manera rápida y eficiente. El barrio de Palacio es conocido por su historia y encanto. Está situado junto al Palacio Real y la Plaza de Oriente, lo que lo convierte en un lugar ideal para aquellos que buscan vivir en un entorno lleno de cultura y tradición. Además, cuenta con una amplia oferta de restaurantes, bares y tiendas exclusivas que hacen de esta zona un lugar vibrante y lleno de vida. En cuanto al transporte público, las líneas de autobús más cercanas a la ubicación del inmueble son la línea 3 y la línea 148, que ofrecen conexiones a diferentes partes de la ciudad. GILMAR es una reconocida compañía inmobiliaria con una amplia experiencia en el sector. Desde 1983, hemos estado ayudando a nuestros clientes a encontrar la casa de sus sueños. Nuestro equipo de expertos en marketing inmobiliario se dedica a ofrecer descripciones detalladas y atractivas de cada propiedad, destacando sus características únicas y su ubicación privilegiada. Si estás interesado en obtener más información sobre este impresionante piso en Palacio, por favor, no dudes en contactarnos y facilitarnos la referencia del inmueble. Nuestro equipo estará encantado de ayudarte y proporcionarte todos los detalles que necesites para tomar la mejor decisión. Puedes visitarnos en nuestra oficina en Plaza de Herradores, 4 o llamarnos al ¡Esperamos poder ayudarte a encontrar tu nuevo hogar!",True,good,True,7500.0,{'typology': 'flat'},"{'subtitle': 'Sol, Madrid', 'title': 'Piso en calle de las Fuentes'}",True,True,False,False,True,
27,2,1195000.0,"{'price': {'amount': 1195000.0, 'currencySuffix': '€', 'priceDropInfo': {'formerPrice': 1235000.0, 'priceDropValue': 40000, 'priceDropPercentage': 3}}}",flat,134.0,True,3,3,calle del Divino Pastor,Centro,Malasaña-Universidad,40.4274706,-3.7053346,"Vivienda reformada con balcones Engel&volkers, pone a la venta esta magnífica vivienda exterior con cuatro balcones. Esta propiedad en Madrid es una oportunidad excepcional para aquellos que buscan una vida sofisticada y un hogar que refleje su exquisito gusto. Su ubicación privilegiada, combinada con su diseño impecable, lo convierten en un lugar verdaderamente excepcional. Situada en un bonito edificio con ascensor en jaula y en una de las mejores calles de Malasaña-Universidad. Reforma a estrenar con amplio salón y cocina semi integrada totalmente amueblada y equipada. Tres dormitorios y tres baños dos de ellos en suite. Armarios empotrados, tarima, sistema, climatización por conductos, calefacción central. Son algunas de las muchas cualidades que tiene este piso.  Cabe destacar su buena luz natural a través de sus 4 balcones, junto con su decoración, creando un ambiente cálido y acogedor. Sin duda una excelente oportunidad de compra Esta propiedad se encuentra ubicada en un edificio clásico de la zona. Situado en una de las vías más céntricas e importantes del barrio Malasaña-Universidad. Zona destacable por su excelente ubicación dentro de toda la zona centro de Madrid. Destaca este barrio por su gran oferta cutural de ocio y gastronómica, tanto nacional como internacional. Medios de transporte, como Bus o Metro. Dada su buena localización, perfecta facilidad para acceder a pie a todos los lugares del centro de Madrid.",True,good,True,8918.0,{'typology': 'flat'},"{'subtitle': 'Malasaña-Universidad, Madrid', 'title': 'Piso en calle del Divino Pastor'}",True,True,True,False,True,
33,3,790000.0,"{'price': {'amount': 790000.0, 'currencySuffix': '€', 'priceDropInfo': {'formerPrice': 820000.0, 'priceDropValue': 30000, 'priceDropPercentage': 4}}}",flat,148.0,True,2,2,Barrio Lavapiés-Embajadores,Centro,Lavapiés-Embajadores,40.4130831,-3.7038956,"GILMAR presenta el exclusivo barrio de Palacio, en Madrid este magnifico piso de 148 m2. Con una ubicación privilegiada, este inmueble cuenta con 2 dormitorios y 2 baños, siendo una opción perfecta para aquellos que buscan una vivienda elegante y espaciosa. Este piso se encuentra en una espectacular finca clásica de ladrillo visto con 3 balcones a la calle, lo que le otorga una vista privilegiada y una sensación de amplitud. Además, su ubicación cerca de la Plaza Mayor le brinda un acceso rápido y fácil a una gran variedad de servicios y comodidades. Al ingresar a este magnífico piso, se puede apreciar su luminosidad y amplitud gracias a su orientación sureste y sus grandes ventanales que permiten la entrada de luz natural durante todo el día. Además, su cuidado diseño y los acabados de alta calidad le dan un toque de sofisticación y elegancia. La distribución de este piso ha sido pensada para maximizar el espacio y la comodidad. Cuenta con un amplio salón de 30 m2, perfecto para recibir visitas y disfrutar de momentos de relax. La cocina, completamente equipada y con un diseño moderno, es el lugar ideal para los amantes de la gastronomía. Entre las características destacadas de este inmueble se encuentran la calefacción individual de gas natural, el aire acondicionado y el ascensor, que garantizan el máximo confort en todas las estaciones del año. Además, cuenta con puerta blindada para brindar mayor seguridad y tranquilidad a sus residentes. Este piso se encuentra en una finca clásica con 3 balcones a la calle, lo que le otorga una vista privilegiada y una sensación de amplitud. Además, su ubicación cerca de la Plaza Mayor le brinda un acceso rápido y fácil a una gran variedad de servicios y comodidades. En cuanto a la ubicación, este inmueble se encuentra a pocos minutos de varios colegios de prestigio, como el Colegio San Ildefonso. Además, el centro comercial El Corte Inglés de Preciados se encuentra a poca distancia, ofreciendo una amplia variedad de tiendas, restaurantes y entretenimiento. En cuanto al transporte público, las estaciones de metro más cercanas son Ópera y Sol, que conectan con varias líneas de metro y cercanías. Además, hay varias líneas de autobuses que pasan cerca de la zona, facilitando el desplazamiento por la ciudad. El barrio de Palacio es conocido por su rica historia y su encanto tradicional. Con calles empedradas, plazas pintorescas y edificios históricos, este barrio ofrece una mezcla única de tradición y modernidad. Además, cuenta con una amplia oferta cultural, con numerosos museos, teatros y galerías de arte. En resumen, este lujoso piso en Palacio es una oportunidad única para aquellos que buscan vivir en un entorno exclusivo y elegante. Con sus amplios espacios, su diseño cuidado y su ubicación privilegiada, este inmueble se convierte en la opción perfecta para aquellos que desean disfrutar de la vida en el corazón de Madrid. GILMAR es una reconocida compañía inmobiliaria con más de 35 años de experiencia en el mercado. Desde 1983, hemos estado ayudando a nuestros clientes a encontrar la casa de sus sueños, brindando un servicio personalizado y de alta calidad. Nuestro equipo de profesionales altamente capacitados está comprometido en ofrecer un servicio excepcional, buscando siempre superar las expectativas de nuestros clientes. Si desea obtener más información sobre este inmueble, no dude en ponerse en contacto con nuestro equipo en la oficina de GILMAR en la Plaza de Herradores, 4. Puede llamar al o enviar un correo electrónico a. Recuerde proporcionarnos la referencia del inmueble (203137) para que podamos brindarle toda la información que necesita. Estamos aquí para ayudarlo a encontrar la casa de sus sueños.",True,good,True,5338.0,{'typology': 'flat'},"{'subtitle': 'Lavapiés-Embajadores, Madrid', 'title': 'Piso'}",True,True,False,True,True,
44,5,2350000.0,"{'price': {'amount': 2350000.0, 'currencySuffix': '€'}}",flat,218.0,True,4,4,Carrera de San Jerónimo,Centro,Sol,40.4150924,-3.700952,"Propiedades con terraza en zona prime de Centro Engel & Völkers presenta estas magníficas propiedades en zona prime de Centro. Se encuentran en un edificio clásico de 1920 rehabilitado íntegramente en el año 2003, para actualizarlo dotándolo de todo tipo de comodidades. Las propiedades han sido completamente reformadas con calidades de lujo, cuidando los más mínimos detalles en sus acabados y diseño y aprovechando al máximo su espacio. Cada una de las dos unidades que la forman cuenta con amplio salón comedor y cocina abierta, dos dormitorios y dos baños, uno de ellos en suite y una amplia terraza. Tras pasar el umbral de la de mayor tamaño nos espera la amplia y diáfana zona de salón con techos altos, que cuenta con un comedor parcialmente separado de ella que se abre a la magnífica terraza, y la cocina abierta, separada igualmente por dos prácticas penínsulas. Está totalmente equipada con electrodomésticos de primera calidad.  La zona privada nos lleva a los dos dormitorios de los que dispone, uno de ellos con baño en suite y un segundo que da servicio al segundo dormitorio. Ambos dormitorios cuentan con amplios armarios empotrados, que se unen a los que encontramos en el pasillo. La segunda unidad, con puerta independiente, pero conectada por la terraza gracias a un estiloso cerramiento, cuenta en la zona de acceso con una práctica área de trabajo con vistas a la terraza y una cómoda barra de desayunos, igualmente luminosa por su apertura visual a la terraza. Esta zona pública se completa con el espacio ocupado por el salón con cocina abierta totalmente equipada. Tras ella nos encontramos el área privada que incluye igualmente dos dormitorios, uno de ellos con baño en suite, además de un segundo baño. La unidad dispone de numerosos armarios empotrados y un área de lavandería y almacenaje. Unas propiedades tremendamente atractivas por su excelente ubicación, calidades y comodidad, no sólo para inversores sino también para quienes quieran vivir en zona prime del centro de Madrid, y disfrutar de algunos de los principales centros de interés de la capital a tan sólo unos minutos a pié. Las propiedades se encuentran ubicadas en una zona prime del centro de Madrid, al situarse a escasos metros de la estilosa Plaza de Canalejas y de la popular Puerta del Sol, y a escasos minutos andando de algunas de las arterias más emblemáticas de la ciudad, como la Gran Vía o el Paseo del Prado. El barrio cuenta con una amplísima dotación de todos los servicios. En el plano cultural, nos encontramos con el Ateneo de Madrid, el Teatro Español y el Teatro Reina Victoria, entre otros. A nivel comercial, la oferta es inmejorable, ya que incluye desde grandes almacenes a establecimientos centenarios, sin olvidar las sucursales de la mayoría de las marcas de moda nacionales e internacionales. La selección de alojamientos, es igualmente amplia y comprende tanto hoteles gran lujo como alternativas más económicas. La propuesta gastronómica es de lo más variada e internacional también. En este sentido, el nuevo Centro Canalejas, icono del lujo en el corazón de la capital, se encuentra a escasos metros. En materia de comunicaciones, dispone de numerosas líneas de autobuses y varias estaciones de la red de metro y de Cercanías, además de varias paradas de taxi. En definitiva, una propiedad excepcional con calidades de lujo en zona prime del centro de Madrid.",True,good,True,10780.0,{'typology': 'flat'},"{'subtitle': 'Sol, Madrid', 'title': 'Piso en Carrera de San Jerónimo'}",True,True,False,False,True,
34,bj,235000.0,"{'price': {'amount': 235000.0, 'currencySuffix': '€', 'priceDropInfo': {'formerPrice': 245000.0, 'priceDropValue': 10000, 'priceDropPercentage': 4}}}",studio,38.0,False,0,1,calle de San Andrés,Centro,Malasaña-Universidad,40.4278629,-3.7043792,"Este encantador piso de 38 m2 se encuentra ubicado en el popular barrio de Malasaña, en pleno centro de Madrid. Con 1 dormitorio abierto y 1 baño, esta vivienda ofrece una excelente oportunidad para reformar y lograr rentabilidad. El piso está situado en un bonito edificio con ascensor y portero automático, lo que brinda comodidad y seguridad a sus residentes. Además, cuenta con calefacción eléctrica lo que garantiza una temperatura agradable durante todo el año. El interior de la vivienda es luminoso y acogedor, gracias a su distribución y a la luz natural que entra por sus ventanas. La cocina está completamente equipada y cuenta con todos los electrodomésticos necesarios para el día a día. El barrio de Malasaña es conocido por su ambiente bohemio y su amplia oferta cultural y gastronómica. Además, cuenta con una gran variedad de tiendas, bares y restaurantes, lo que lo convierte en un lugar ideal para disfrutar de la vida urbana. En cuanto a servicios, el piso se encuentra a poca distancia de varios colegios, entre ellos destaca el Colegio San Ildefonso, que se encuentra a menos de 10 kilómetros de distancia. También hay varios centros comerciales cercanos, como el Mercado de San Ildefonso y el Centro Comercial Príncipe Pío. En cuanto a transporte público, las líneas de metro más cercanas son la Línea 1 (Estación Tribunal y Bilbao) y la Línea 10 (Estación Noviciado). Además, las líneas de cercanías C3 y C4 tienen parada en la Estación de Sol, que se encuentra a pocos minutos a pie. Por último, destacar que la ubicación del piso también ofrece buenas conexiones de autobús, con varias líneas que pasan cerca de la geolocalización del inmueble. Si estás buscando una inversión rentable en el corazón de Madrid, este piso en Malasaña es una excelente opción. No pierdas la oportunidad de reformarlo a tu gusto y obtener una gran rentabilidad en alquiler turístico. GILMAR es una reconocida compañía inmobiliaria con una trayectoria de más de 35 años en el sector. Desde 1983, hemos estado ayudando a nuestros clientes a encontrar la casa de sus sueños, ofreciendo un servicio personalizado y de calidad. Si deseas obtener más información sobre este inmueble, no dudes en contactarnos y facilitarnos la referencia 204381. Nuestro equipo estará encantado de atenderte. Datos de contacto del equipo y la oficina: - Dirección: C/ Carranza, 20 - Teléfono:  - Email:.",True,good,True,6184.0,"{'typology': 'flat', 'subTypology': 'studio'}","{'subtitle': 'Malasaña-Universidad, Madrid', 'title': 'Estudio en calle de San Andrés'}",True,True,False,False,True,
42,5,1030000.0,"{'price': {'amount': 1030000.0, 'currencySuffix': '€'}}",penthouse,67.0,True,2,1,calle de Fuencarral,Centro,Malasaña-Universidad,40.4218086,-3.699115,"GILMAR CONSULTING INMOBILIARIO presenta a sus clientes, este impresionante ático se encuentra en una de las zonas más exclusivas de Madrid, en el barrio de Malasaña, en el distrito Centro. Con una ubicación privilegiada, este inmueble goza de una gran cercanía a todo lo que necesitas para disfrutar de una vida cómoda y llena de comodidades. El ático ha sido completamente reformado a estrenar, con un estilo moderno y elegante que combina a la perfección con las características originales del edificio, como las hermosas vigas de madera que se pueden apreciar en algunas partes de la vivienda. La doble altura en algunas áreas de la casa crea un ambiente de amplitud y luminosidad, brindando una sensación de lujo y exclusividad. Una de las principales características de este ático son las dos terrazas que ofrece, que te permitirán disfrutar de las maravillosas vistas de la ciudad mientras te relajas al aire libre. Estas terrazas son el lugar perfecto para organizar reuniones con amigos o simplemente disfrutar de un momento de tranquilidad. En cuanto a la ubicación, este inmueble se encuentra a poca distancia de varios colegios de renombre, como el Colegio San Ildefonso, lo que lo convierte en una excelente opción para familias con niños. Además, cuenta con la ventaja de estar cerca de varios centros comerciales, como el Centro Comercial Príncipe Pío, donde podrás encontrar una amplia variedad de tiendas, restaurantes y opciones de entretenimiento. En cuanto al transporte público, las líneas de metro más cercanas son la línea 1 y la línea 10, con las estaciones de Tribunal y Noviciado a poca distancia. También hay varias líneas de cercanías cercanas, como la línea C3 y la línea C4. Además, hay varias líneas de autobuses que pasan cerca de la ubicación del inmueble, lo que te permitirá desplazarte fácilmente por la ciudad. El barrio de Malasaña es conocido por su ambiente bohemio y su gran oferta cultural. Está lleno de cafeterías, bares, tiendas de moda y galerías de arte, lo que lo convierte en un lugar ideal para aquellos que buscan una vida cosmopolita y vibrante. También está cerca de lugares de interés turístico como la Gran Vía y la Puerta del Sol. En resumen, este ático completamente reformado a estrenar en Malasaña es una oportunidad única para aquellos que buscan un hogar lujoso y exclusivo en una de las zonas más codiciadas de Madrid. No pierdas la oportunidad de vivir en este impresionante ático y disfrutar de todas las comodidades que ofrece. Para obtener más información sobre este inmueble, por favor, facilítanos la referencia. Gilmar es una compañía inmobiliaria con más de 35 años de experiencia en el mercado. Desde 1983, hemos ayudado a nuestros clientes a encontrar la casa de sus sueños, ofreciendo un servicio profesional y personalizado. Nuestro equipo en la oficina de Centro, ubicada en Plaza de Herradores, 4, está a tu disposición para brindarte toda la información que necesites sobre este inmueble u otras propiedades que puedan interesarte. Puedes contactarnos al o enviarnos un correo electrónico a. Estaremos encantados de ayudarte en tu búsqueda de la vivienda perfecta.",True,good,True,15373.0,"{'typology': 'flat', 'subTypology': 'penthouse'}","{'subtitle': 'Malasaña-Universidad, Madrid', 'title': 'Ático en calle de Fuencarral'}",True,True,False,False,True,
30,4,1200000.0,"{'price': {'amount': 1200000.0, 'currencySuffix': '€'}}",flat,132.0,True,2,2,calle de Fuencarral,Centro,Malasaña-Universidad,40.4238493,-3.7020007,"Este elegante y lujoso piso se encuentra en la exclusiva zona de Malasaña, en el distrito Centro de Madrid. Con una ubicación privilegiada, este inmueble ofrece todas las comodidades y servicios necesarios para disfrutar de la vida en la ciudad. Con una superficie de 132 m2, este piso cuenta con 2 amplios dormitorios y 2 baños completos. La distribución original incluía 3 dormitorios, pero se ha adaptado para ofrecer espacios más amplios y luminosos. Gracias a su ubicación en la última planta del edificio, esta vivienda se beneficia de una gran cantidad de luz natural en todas las estancias. La cocina, de diseño moderno y funcional, está completamente equipada con electrodomésticos de alta gama. El salón-comedor, de generosas dimensiones, es el lugar perfecto para relajarse y disfrutar de momentos de ocio en un ambiente acogedor. El piso cuenta con calefacción individual de gas natural, lo que garantiza un ambiente cálido y confortable durante todo el año. Además, dispone de ascensor y portero automático/físico para garantizar la máxima seguridad y comodidad. En cuanto a la ubicación, este piso se encuentra en una zona privilegiada de Madrid. A menos de 10 kilómetros se encuentra el prestigioso colegio ""Colegio Internacional de Madrid"", garantizando la mejor educación para tus hijos. Además, el centro comercial ""Gran Vía"" está a poca distancia, ofreciendo una amplia gama de tiendas, restaurantes y opciones de ocio. En cuanto al transporte público, las líneas de metro más cercanas son la línea 1 (Estación de Gran Vía) y la línea 10 (Estación de Tribunal). Además, las líneas de cercanías C3 y C4 tienen parada en la estación de Sol, que está a pocos minutos a pie. El barrio de Malasaña es conocido por su ambiente bohemio y su gran oferta cultural. Con una gran variedad de tiendas, restaurantes y bares de moda, este barrio se ha convertido en uno de los más populares de la ciudad. Sus calles empedradas, plazas encantadoras y edificios históricos crean un ambiente único y especial. GILMAR es una reconocida compañía inmobiliaria con más de 30 años de experiencia en el sector. Nuestro equipo de expertos está comprometido en ayudarte a encontrar la casa de tus sueños. Si estás interesado en obtener más información sobre este exclusivo piso en Malasaña, por favor, no dudes en contactarnos y proporcionarnos la referencia del inmueble (Ref. 204628).",True,good,True,9091.0,{'typology': 'flat'},"{'subtitle': 'Malasaña-Universidad, Madrid', 'title': 'Piso en calle de Fuencarral'}",True,True,False,False,True,
32,2,1195000.0,"{'price': {'amount': 1195000.0, 'currencySuffix': '€', 'priceDropInfo': {'formerPrice': 1235000.0, 'priceDropValue': 40000, 'priceDropPercentage': 3}}}",flat,134.0,True,3,3,calle del Divino Pastor,Centro,Malasaña-Universidad,40.4281018,-3.703076,"PISO EXTERIOR MUY LUMINOSO CON BALCONES A LA CALLE EN MALASAÑA Presentamos esta magnífica vivienda, totalmente reformada, ubicada en una segunda planta exterior con tres balcones a la calle y vistas despejadas, techos altos y excelente iluminación natural, en la calle Divino Pastor. La propiedad tiene 134 m² construidos, de los cuales 115 m² son de vivienda y se distribuye en hall de entrada, salón comedor, cocina integrada pero separada con puertas correderas, tres dormitorios y tres baños, dos de los cuales están en suite. La vivienda está situada en una bonita finca de 1942 con cuidadas zonas comunes. Además, dispone de trastero en finca. Se trata de una oportunidad única para vivir o invertir en una de las zonas más buscadas y de la capital, en un piso con mucho encanto, por tener una ubicación excepcional, con zonas de ocio, museos, colegios y estar conectada con todo Madrid. Malasaña, uno de los barrios más emblemáticos de Madrid, es conocido por su vibrante vida cultural y su espíritu alternativo. Situado en el distrito Centro, cerca de la Gran Vía y el barrio de Chueca, Malasaña es un crisol de creatividad y diversidad que refleja el carácter único de la ciudad. Este barrio se destaca por su ambiente bohemio y su rica herencia histórica. Sus calles estrechas y adoquinadas están llenas de encanto, con una arquitectura que mezcla edificios antiguos con intervenciones modernas y coloridas. El espíritu artístico de Malasaña se manifiesta en sus numerosas galerías de arte, murales y tiendas vintage, que contribuyen a su atmósfera distintiva. ¿Te imaginas vivir aquí?  Contacte con nosotros para ver más inmuebles similares.",True,good,True,8918.0,{'typology': 'flat'},"{'subtitle': 'Malasaña-Universidad, Madrid', 'title': 'Piso en calle del Divino Pastor'}",True,True,False,False,True,
30,5,1490000.0,"{'price': {'amount': 1490000.0, 'currencySuffix': '€'}}",duplex,216.0,True,2,3,calle de Santiago,Centro,Palacio,40.4168339,-3.7093287,"DIZA Consultores les presenta un inmueble único lleno de arte y lujo en el Madrid más histórico y castizo. El inmueble se encuentra en la cuarta y quinta planta de un edificio que data del año 1880 con una fachada representativa de la época y con orientación sur, a pesar de su antigüedad el edificio cuenta con un ascensor moderno y amplio. cuenta con dos dormitorios en suite exteriores, el cual el principal ocupa toda la planta superior, gozando así de muchísima amplitud; también tenemos el salón exterior, comedor de diseño y una cocina independiente con zona de lavandería. Cabe destacar el diseño y el gusto que tiene todo el inmueble, donde encontramos detalles como las vigas vistas originales, la escalera única y de diseño a medida dan un acceso muy especial a la planta superior. Dentro de sus 216 metros cuadrados divididos en dos plantas, encontramos tres balcones a la calle completamente exteriores, los cuales le otorgan una luz envidiable en todas sus estancias. La calle de Santiago, es una calle peatonal llena de luz y de vida, donde se respira un ambiente castizo y se puede disfrutar de una arquitectura palaciega del Madrid mas clásico. Estaremos encantados de atenderle. DIZA Consultores Inmobiliarios Inmobiliaria de lujo en Madrid especializada en comprar, vender y alquilar pisos en las zonas premium de Madrid: Barrio de Salamanca, Almagro, Chamartín, Retiro, Pozuelo, Aravaca, Boadilla. Convertimos Sueños en Hogares.",True,good,True,6898.0,"{'typology': 'flat', 'subTypology': 'duplex'}","{'subtitle': 'Palacio, Madrid', 'title': 'Dúplex en calle de Santiago'}",True,True,False,False,True,
37,3,1350000.0,"{'price': {'amount': 1350000.0, 'currencySuffix': '€'}}",flat,151.0,True,2,2,calle de Apodaca,Centro,Chueca-Justicia,40.4260528,-3.7000966,"ÚNICA Inmobiliaria presenta esta fantástica vivienda, (EN EXCLUSIVA y recién reformada), cuya ubicación se sitúa dentro del Barrio de Justicia en el distrito Centro. Se trata de una propiedad ideal para todos aquellas personas que aprecian el valor exclusivo de las zonas premium; un inmueble que ofrece múltiples alicientes partiendo de una preciosa reforma y un entorno exclusivo y señorial. Se trata de una tercera planta exterior llena de luz que expande su superficie a lo largo de 151 m². La distribución crea espacios amplios, partiendo de un salón-comedor con cocina abierta o cerrada según gusto, formando un espacio abierto de unos 50 m² de zona social. Tiene tres balcones a la calle con ventanas de suelo a techo que ofrecen mucha luz. Se trata de un edificio de corte clásico. La zona de descanso incluye dos dormitorios con armarios empotrados de suelo a techo. Las dos habitaciones son dobles, la principal con baño en suite y con una zona muy amplia de vestidor. Los dos baños que posee el inmueble son amplios, completos y con ventana. Los suelos del inmueble son de madera europea modelo Moon con listones anchos de primera calidad que crea un ambiente cálido y de máximo confort. La calefacción es individual y tiene aire acondicionado integrado por conductos en toda la vivienda. El inmueble cuenta con un trastero de 9 m². Sin duda se trata de una vivienda con unas características inmejorables y situada en una de las zonas mas demandadas de la capital.  En el barrio de Justicia conviven sus edificios neoclásicos y boutiques de lujo con las originales tiendas, los bistrós de moda y bares de tapas en los alrededores de la plaza Santa Bárbara. Vecinos de todas las edades se reúnen en el Mercado de San Antón, en el barrio de moda del centro de la capital. En Única Inmobiliaria aglutinamos más de veinte años de experiencia en el sector del lujo. Contamos con una amplia trayectoria que avala nuestra gestión trabajando alrededor de las zonas más exclusivas de Madrid: Barrio de Salamanca, Recoletos, Almagro, Chamartín, Retiro, Justicia… NUESTRA CARTERA DE PROPIEDADES INCLUYE OTROS INMUEBLES EN ESTA MISMA ZONA QUE NO APARECEN EN IDEALISTA POR EXPRESA VOLUNTAD DE SUS PROPIETARIOS. CONSULTE NUESTRA WEB: unicainmobiliaria. com.",True,good,True,8940.0,{'typology': 'flat'},"{'subtitle': 'Chueca-Justicia, Madrid', 'title': 'Piso en calle de Apodaca'}",True,False,True,True,True,
